"","sent","freq"
"2003","Unfortunately it takes ETS up to 10 business days to deliver scores to us and therefore we cannot reassure you when it will reach our office",1
"2004","I see that you have not yet submitted your application",1
"2005","Please submit your application and we can adjust receipt of your official TOEFL once we have it in our office",1
"2006","Dear Shaojie; I have updated your application page with your TOEFL score",1
"2007","Please be sure to submit you application before the deadline",1
"2008","(Even if your recommender has not completed their recommendation, you can still submit your letter of recommendation after your submit your application",1
"2009","Dear Cody; I apologize for the confusion",1
"2010","We have updated your account to reflect the receipt of your GRE score",1
"2011","Currently the only thing missing from your application is your payment for your processing fee and for you to submit",1
"2012","Have a wonderful weekend, I hope you enjoyed Chicago",1
"2013","Dear Danyang; Thank you for submitting your GRE score to the Master of Science in Analytics at Northwestern University",1
"2014","Dear Danyang; Thank you for submitting your transcript to the Master of Science in Analytics at Northwestern University",1
"2015","Dear Saurabh; Thank you for submitting your transcript and additional materials to the Master of Science in Analytics at Northwestern University",1
"2016","Dear Alice; Thank you for submitting your transcripts to the Master of Science in Analytics at Northwestern University",1
"2017","Dear Felipe; Thank you for submitting your transcripts, diplomas, and additional materials to the Master of Science in Analytics at Northwestern University",1
"2018","Dear Qiaoling; Thank you for submitting your transcript to the Master of Science in Analytics at Northwestern University",1
"2019","Dear Jian, Thank you for submitting your transcript and TOEFL to the Master of Science in Analytics at Northwestern University",1
"2020","Dear Andrew; Thank you for submitting your transcript to the Master of Science in Analytics at Northwestern University",1
"2021","Dear Hong June; Thank you for submitting your transcripts to the Master of Science in Analytics at Northwestern University",1
"2022","In regards to your GMAT score",1
"2023","Unfortunately, due to a short turnaround time after applications close on the 15th, our applications will be passed to the admissions committee at the point of your test date",1
"2024","If you would like to email us a PDF copy of your GMAT score we can attach it later",1
"2025","Our GMAT code is 6WZTL36 We look forward to reviewing your application",1
"2026","Dear Nancy; Thank you for submitting your transcripts to the Master of Science in Analytics at Northwestern University",1
"2027","Good Morning Skuntala; I hope you are having a wonderful day",1
"2028","We do not have a mandatory interview related with application reviews",1
"2029","Our admissions committee will be in contact with you if they require a skype interview, regarding any lingering questions",1
"2030","But we do not have a policy for interviews currently",1
"2031","However, we will not ask for students to come on campus for interviews, all interviews conducted will be via skype",1
"2032","Dear Zheng Kou Thank you for submitting your transcripts and additional materials to the Master of Science in Analytics at Northwestern University",1
"2033","Dear Niveditha; Thank you for submitting your transcripts to the Master of Science in Analytics at Northwestern University",1
"2034","Dear Xiaoye; Thank you for submitting your transcripts to the Master of Science in Analytics at Northwestern University",1
"2035","Dear Yawei; Thank you for submitting your transcripts and GMAT score to the Master of Science in Analytics at Northwestern University",1
"2036","Dear Praveen; Thank you for submitting your transcript to the Master of Science in Analytics at Northwestern University",1
"2037","Dear Abhitab; Thank you for submitting your transcripts to the Master of Science in Analytics at Northwestern University",1
"2038","Dear LeAnna, I apologize for any confusion, that was a typo on my end confirming the submission of your GRE score",1
"2039","Dear Rajesh; Thank you for submitting your transcripts to the Master of Science in Analytics at Northwestern University",1
